userName,score,at,content
Dwi Rizal,5,2025-06-30 06:22:22,awowkwk cartethya 10x pull
Radit Ramadhan,5,2025-06-30 06:09:41,Absolute cinema
PARAMEX NYERI DADA,5,2025-06-30 06:08:34,grafik nya bagus dan alur cerita nya keren
M. FAJRI,5,2025-06-30 06:05:42,the best game
star dust,4,2025-06-30 03:47:46,"Honestly since the first launch until now wuthering waves keep on improving and i am glad that i try this game cause it is a great game. As one of the players, i would like to ask several things such as adding more 4 star chara (especially those that can apply debuff such as erosion or frazzle), more male char etc. I also hope that this game will be able to avoid the case of other games where their older char ended up being unused (not shading just stating facts that happened to other games)."
Muhammad Nurrohim,5,2025-06-30 03:33:28,best game
Felix Jonathan,4,2025-06-30 03:24:39,di hp tertentu kadabg pas main agak frame gitu ngelag ngelag jadi kukasih b4
Mahlil Muhammad,5,2025-06-30 03:17:31,mantap
Wisesa Arvi Wibowo,5,2025-06-30 02:39:09,"This game has great graphics, cool fighting mechanics and is not stingy"
Nugraha Aditya,5,2025-06-30 00:23:22,tolong buat development buatkan b. Indonesianya dong biar saya ngerti jalan ceritanya Terima kasih
Achmad Fikri Hidayatullah,1,2025-06-29 20:27:34,"SEMINGGU GRINDING DEMI CARTECHYIA DIKASIHNYA CALCHARO, 2X LAGI WOI TOLONG BENERIN PITYNYA"
Ramadhan 17,5,2025-06-29 20:18:23,good
Alif Mulyana,5,2025-06-29 18:30:36,tambahin bansosnya 😡😡😡🤬🤬
Murai,1,2025-06-29 17:46:34,cs nya tiba tiba ilang pas lagi di tengah nyelesaiin masalahku lewat gmail aku contact di ingame udah seminggu lebih gk ada tanggapan
Adha_putra,1,2025-06-29 17:29:02,Why does this game lag and even force close when entering version 2.4 even though it didn't lag in version 2.3?
Dapi Julianto,1,2025-06-29 17:19:33,"performa game nya buruk, bahkan settingan smooth aja hampir ga playable"
Parewa Yusuf,5,2025-06-29 17:17:02,njirrr
Roi Azhar,5,2025-06-29 16:44:18,keren
ardita,5,2025-06-29 16:14:52,pohobe ❤
25. RIZQI NURFIKRI RAMADHANA,4,2025-06-29 14:53:01,tolong kasih bahasa Indonesia nya kuro games ( saya masih cukup susah untuk artikan nya) tolong kuro.....
Danish Danish,5,2025-06-29 14:52:50,game nya bagus
Ian Afif,5,2025-06-29 14:32:01,absolute cinema
Ilman Maulana,1,2025-06-29 13:34:51,di kasih bahasa indonesia dong sama karakter cewe jan yang vulgar vulgar ah nanti di kirain game pornografi
Fanya CG,5,2025-06-29 13:34:04,pingggg parahhhh padahal wifi ku tak banyakyg make jaringan pun bagus
SYAH REZA,5,2025-06-29 13:06:36,"Please add Indonesian subtitles to the Wuthering Waves game, because there are many Indonesian players who want to play this game but are hampered by the language they don't understand.Indonesia has a lot of gamers, and I admit that the Wuthering Waves game is very good in terms of gameplay, story graphics and exploration which is more comfortable to play, i hope developers pay more attention and listen to players because there are so many gamers who expect Indonesian subtitles to be added"
Adistyo Nugroho,5,2025-06-29 12:39:44,Gamenya bagus keren explorasi bebas dan juga ada tambahan pinjaman character banyak games- kecil di dalamnya
awaa,5,2025-06-29 12:35:59,"kepada pihak wuthering waves, tolong sediakan subtitle indonesia bagi kami player indonesia, emang tidak terlalu merugikan, tetapi sebagian orang bahkan lebih merasa dirugikan saat mengerjakan quest yang tidak tau dan tidak mengerti,, apalagi jika orang tersebut tidak bisa berbahasa inggris harus bolak-balik translet untuk mengetahui tulisan itu..."
M.Gilang Alfarizzy,5,2025-06-29 12:26:57,"sehat"" game sehat,gak kayak sebelah penyakitan😹"
Karawaci,1,2025-06-29 11:51:15,"Kikir bet. weekly mission reward & daily login perminggu/perbulan nya aja ga ada, adanya per patch doang. karakter op yg perlu signature weapon nya, ga ada alternatif nya. system farming echo nya ampas banget. boros material, RNG substat kayak babi masa sudah cape-cape reroll substat masih dapat persenan terendah nya. ngotak lah kuro"
CELLO AZWIN,5,2025-06-29 11:43:58,"i like it, thanks"
alviansah maulana,5,2025-06-29 11:20:36,game baik
Whitey Maou,5,2025-06-29 10:43:56,game pendapat istri😋
Titi Sutinah,1,2025-06-29 10:13:34,kadang nyangkut dan itu susah banget keluar nya
Alfithra Nashrullah,5,2025-06-29 10:06:21,mantap
Ahmad rafif Zada,3,2025-06-29 09:59:00,"give subtitle Indonesia kuro pls, ovr its good game"
Arul,5,2025-06-29 09:33:48,Game Paling bagus sumpah gw gacha stat dikasi double crit udah tu dapat cartethiyia 2x kuro you the best developer ever i hope you game grow even more bigger than ever
al khoiri,5,2025-06-29 09:24:01,semua aspek keren parah. Sedikit masalah force close suka muncul di s24 gua
Ali Gazali,5,2025-06-29 09:00:23,"Overall gamenya bangus banget, tapi tolong di next update tambahkan movie-movie animasi 3D dari misi-misi yang telah diselesaikan pada gallery ingame. Sangat disayangkan animasi sekeren itu hanya bisa dinikmati satu kali saja, susah kalau harus buka YouTube dsb untuk menonton ulang animasinya karena tidak ada pengklaiman hak pribadi (id pada animasi) atas selesainya misi tersebut. Semoga dilaksanakan secepatnya, Terimakasih Kuro"
Shadow Gardem,5,2025-06-29 06:53:12,"Game bagus, Dev bagus, mendengarkan keluh kesah player, reward game banyak, cuma blm optimal aja game nya, jadi kurang cocok buat hp 🥔"
Nox Need eat,5,2025-06-29 06:47:40,terimakasih banyak kurogame aku cinta kamu
Cid Kagenou,5,2025-06-29 06:22:35,"very good game, interesting and challenging, and please remove the error system"
Nur Fauzan,5,2025-06-29 05:32:36,bagus
Erlinda Y,1,2025-06-29 05:24:40,"game nya aneh union rank gw masih level 4 udah ketemu si brant, anehh bgt char gw masih 3 level char gw masih level 5,kata temen gw harus lawan boss dulu ini langsung ketemu shorekeeper 🙄"
Orang Dua,5,2025-06-29 05:04:30,"keren bgtt🤩, tapi hp kentang gw gakuat🤣"
Siti Nurlaela,2,2025-06-29 04:42:14,"Setiap main selalu force close saat battle maupun main story, pdhal pke samsung s24 fe, grafik pun udh rata kiri. tolong dong dev, kadang malah bkin males main kalau suka forceclose"
みつは,5,2025-06-29 03:39:03,bagus
Youri Al,5,2025-06-29 03:20:38,absolut cinema
Cut mardiana Rahman,5,2025-06-29 01:35:06,nice game
Fairuz Gillang,5,2025-06-29 01:16:51,game bagus dan tidak kikir(kadang)
Samuel Jeremy,3,2025-06-28 23:47:16,"Great potential, but it's been lagging and crashing frequently — even on ""Performance – Smooth"" mode. Still no quest data cleanup feature like other games, which really matters for storage. Please improve performance and optimization."
Ifaa,4,2025-06-28 23:19:59,ok.
Ardi Ismayana,1,2025-06-28 23:03:32,Samsung A55 main di settingan low sambil pakai cooler nggak nyampai 10 menit udah nge lag parah bahkan sampai force close. bahkan di map tertentu langsung lag aja pas masuk
Christ Naibaho,5,2025-06-28 22:09:20,Fix the bug first
channel 11,5,2025-06-28 21:44:00,sub indo mana
Wahyu Dwi Harjiyanto (WahayDH),5,2025-06-28 19:57:03,"Come on Kuro, let's keep up the optimization, in patch 2.1 it's still really laggy on Snapdragon 7+ gen2 devices, 2.4 is a little better, after Benchmarking I found the CPU usage touching 97%,while the GPU usage only reaches 70%, let's optimize it again Kuro, (I play on high settings 60fps)"
f zahra,5,2025-06-28 19:53:31,semuanya overall 10/10 tpi untuk pengalaman lebih di manjain PC dari pda handphone tolong dong optimal untuk handphone
Husain Abdus Salaam Habiebie,1,2025-06-28 18:53:53,SUBTITLE INDONESIA NYA MANA?!!!
GUN HAPPY,5,2025-06-28 16:51:26,mantap banget sih ini game. semoga kedepannya ada bahasa Indonesianya. soalnya ceritanya seru buat di ikutin
Shirogane Yuuko,5,2025-06-28 15:56:37,"game oke story mantap tapi aku punya sedikit saran min coba bikin inovasi jika nama player bisa di ucap di semua karakter, nanti bakal enak dan tentu saja menurut ku pribadi itu akan menjadi kesan yang bagus di antara Game rpg lainnya"
Syam Zero,3,2025-06-28 14:31:54,saya ingin game ini memiliki subtitle indo sekian terimakasih
Erik Ruslan,5,2025-06-28 14:19:26,game baik
Diska Diska,1,2025-06-28 14:19:14,game paling ngga stabil apalagi soal pin jaringan nya sering merah terus padahal jaringan paket gw stabil ...kalo di bandingin sama game honkai inpact3 masih stabilan pin honkai
Gyy,5,2025-06-28 13:59:04,Mantep seru
M. Fadli Ramadhan,5,2025-06-28 13:51:51,Best and better than genshid
Firdaus,5,2025-06-28 13:35:13,"Great Game, Best Dev"
zulkifli romadhoni,5,2025-06-28 13:18:00,kuereeenn bangett..
Suhada Kaltim,1,2025-06-28 11:54:42,"udah download lama lama, datanya malah corupt"
GINZA MF,5,2025-06-28 11:02:05,approve
Nevin Bosenmori,5,2025-06-28 10:50:54,tolong tambahkan fitur hapus data/quest terdahulu karena size sekarang besar banget ketimbang baru rilis dulu🙏
Adittyan Hidayatullah,5,2025-06-28 10:36:11,keren
Kucingmakanikan,5,2025-06-28 10:25:20,"Verry good game after all, I hope I got Iuno nextime;)"
Qihdim,5,2025-06-28 09:26:48,Tolong kalau bisa disesuaikan lagi grafiknya agar hp kentang bisa main ini game😁 Mediatek G88 gak kuat rek rek🗿
Lie _Henie,5,2025-06-28 08:45:47,"DETAILNYA GILA, GRAFIKNYA GILA, HP W GILA 😭😭"
Mr. Cepoottt,2,2025-06-28 08:28:11,Kasih lah bahasa Indonesia...
Willy Abdillah Syarkat,5,2025-06-28 08:10:52,"Semoga ada bahasa indonesianya, overall bagus semua"
Yuki,5,2025-06-28 07:25:13,gua ga pernah top up man gua bisa c1 character b5 gila sayang gua game ini
55_Ervan Krisbianto,5,2025-06-28 07:23:14,ok
Mendyclud Herman,5,2025-06-28 07:16:26,bisa minta tolong developer. aku ingin memainkan game ini di mediatek helio g81
Muhammad Fajar Ashshidiq,5,2025-06-28 07:06:52,Good game kuro
irfan Khoerurrijal,5,2025-06-28 07:05:46,mantap
Hana Khansa Shabihah,4,2025-06-28 06:27:02,"udah bagus, banyakin bansos lagi ya, sorry ngelunjak, btw SCARR KAPAN PLAYABLE??"
Muhammad Rangga Saputra,5,2025-06-28 06:13:39,very fun
Skymond,5,2025-06-28 05:44:10,"game bagus, tidak kikir"
Ulfa Yuliani Q,5,2025-06-28 05:32:15,bismillah
damzz,1,2025-06-28 05:29:36,Kok saya main ngaleg
Aditya Febriansyah,5,2025-06-28 05:13:12,mantap
akhmadkhilmi arrizki,1,2025-06-28 04:16:27,"rate off,gacha gak pernah menang 50/50 selalu 70 atau 80, musuh eventnya terlalu sulit,mencari astrite nya susah kalo f2p,selalu ngelag di septimont,resonator baru lebih OP ketimbang resonator lama,di 2.3 dan 2.4 harus gacha char yang support atribut sama kalo gak kekuatan nya gak keluar maksimal saran saya gak usah meningkatkan grafis lagi, cukup dengan yang saat ini dan jangan lupa optimalisasi, ini laptop ram 16 GB yang harusnya jalan lancar malah ngelag ngelag"
16 Nabil Irfan Kamiil,5,2025-06-28 03:18:49,APIK LUWIH KETIMBANG GENSHIN
Mustofa Salahuddin,1,2025-06-28 02:58:56,coba jangan maksa instal game lu lagi main enaknya malah kau ganggu dengan iklan yg gaje itu
Grileya TM,1,2025-06-28 02:20:17,optimalkan lagi grafis nya pengaturan low render masih jauh keliatan bukit bukit gk jls buat ngelag buat blur aja lah bukit tu rumput goyang grafik low loh msh goyang rumput nya apa gk ngelag hp optimalkan lagi banyak org hp gk kuat tpi mau main kehalang berat x kek gtu
Alfan Firdaus,5,2025-06-28 01:43:28,baguss
Lian Arkaan Aufa Pradana,5,2025-06-28 00:41:27,I LOVE KURO👉👈
Kaizo 24,5,2025-06-28 00:05:54,bagus banget game nya tapi sayangnya ga ada subtitle bahasa Indonesia. semoga ada bahasa Indonesia agar memudahkan bagi yang menikmati cerita
Ziyue,5,2025-06-27 23:13:24,"perfect game,but can you add Indonesian language in the game thank you"
Saki Fuwa,2,2025-06-27 21:33:15,"I give 2 star... because the septimon map.. farming echo for cartetya 13 times 3 windward seeds, the rest 10 got gustwelkin.. i need echo windward. when in gacha the stats are all dregs.. it's a waste of my farming.. I give up playing this game.. sory"
Boy Trie,1,2025-06-27 18:27:38,"Dua kali kalah rate off di Baner limited, game sampah"
Qiuqiu 99,5,2025-06-27 17:25:38,good gatcha
fajar walkerz,5,2025-06-27 17:01:25,"this is a good game. but, my english bad. no indonesian leangue, better add it😁."
Hiyori san,5,2025-06-27 16:47:59,coolll
raka putra,5,2025-06-27 16:05:26,bagus pokoknya
vinn vin,4,2025-06-27 15:51:22,semoga lebih banyak reward dan event yg menghasilkan astrite banyak
Farhan ManXup,5,2025-06-27 15:35:57,ok
My Honey,5,2025-06-27 14:38:21,oke
Soumetsu,1,2025-06-27 14:31:09,Sinyal selalu ngelag setiap saat yang di mana sangat menganggu proses gameplay
Alfhariezal Ahmad,5,2025-06-27 14:18:51,"game nya keren banget, grafiknya josss"
Yznn Kecik,5,2025-06-27 13:57:48,kerenn
Jenglo Agung Kurniawan,5,2025-06-27 13:52:57,mntap
Rizky Purnomo,5,2025-06-27 13:15:31,mantap
V Xo,5,2025-06-27 12:44:15,pengen jadi tacet mark nya brant
Raditya Dhrmn,5,2025-06-27 12:38:01,each character should have their own Dodge animation
Grey,5,2025-06-27 12:03:34,absolute cinema
Yae Miko,5,2025-06-27 11:37:08,"nggk tau mesti bilang apa ke ni game, terlalu bagus sehingga kata"" pun tak bisa di lontarkan"
M.Haikal Putra.Ramdani,5,2025-06-27 10:41:56,mantap admin dermawan😘😘
Ahmad Fakhri,1,2025-06-27 10:05:37,"30menit main, fps turun jauh padahal spek mumpuni"
Chotby Alma'ruf,5,2025-06-27 09:16:12,Good game
Ridhlo Pangestu,5,2025-06-27 08:29:52,"Harapannya selalu stabil jaringan ini game, grafik ok dengan device yang rata-rata orang punya. dan info banner re-run jangan terlalu lama kalau bisa."
Azriel Lawrence Hertido Hutajulu,5,2025-06-27 08:12:18,"saya dapat carthethyia low pity, kuro games baik"
ozan ramon,5,2025-06-27 07:43:47,goood game in the world
Adrian Dwii,5,2025-06-27 07:32:15,terbaik
Gii Aether,5,2025-06-27 06:49:13,untuk stick PS 3 ga berfungsi lagi di update sekarang :( padahal versi sebelumnya aman lancar aja ( edit dah work lagi mungkin kemarin ngebug hehe )
Tio Agus Riyanto,5,2025-06-27 05:46:39,please add bahasa indonesia
zazqyah hanifah,5,2025-06-27 04:59:42,"seru banget game nya, walaupun gw gak suka yang banyak dialog nya tapi menurut gw dari grafik nya oke lah"
Aji Rohman Adriansyah,3,2025-06-27 04:43:50,"Sudah senang saat gacha ada cahaya kuning, ternyata dapatnya jianxin bukan cartethya. Tentunya sangat kecewa dikarenakan sudah bersusah payah grinding untuk bisa gacha dapatnya malah character yang tidak diharapkan. Saya akan kembali mengasih bintang 5 jika sudah mendapatkan character yang saya inginkan"
Uesugi Kenshin,5,2025-06-27 04:41:54,kasih drop rate 100%
Angga Wahyu,5,2025-06-27 04:27:13,"Min ada sedikit masukan, boleh kali ada yg versi clound, biar yg HP nya 🥔 bisa main juga"
Ahmad Arafiqi (Rafiq),3,2025-06-27 04:10:56,tolong kasih subtitle Indonesia boss
Muhammad Abrar F.M,5,2025-06-27 04:00:23,keren
Hikma rasgik,5,2025-06-27 03:42:45,terimakasih kuro aku tidak pernah rate off aku cinta kamuu terimakasih 🌷🌷🌷💐
Muhammad Zailani,5,2025-06-27 02:38:29,the best game RPG
Arjuna Prayoga,5,2025-06-27 01:21:35,"THE ANIMATION IS VERY COOL, NICE GAME😎✨"
Pengguna Google,1,2025-06-27 00:59:41,game apaan nih. full download sampai 55GB. sehat gak developnya nih
Sendhika Martin Pratama,5,2025-06-26 23:09:17,Baru comeback first pull langsung dikasih *5 limited wkwkwk
Rangga. Rahayu,5,2025-06-26 22:21:18,oke
Ret,4,2025-06-26 20:54:20,"overall udah bagus cuman masalahnya, optimisasinya walau ga komplain banyak sih soalnya emang butuh spek tinggi tapi ya tolong diringankan kalau bisa 🔥"
Anen Asmara,5,2025-06-26 19:37:18,ntaps
Ibnu Samir,3,2025-06-26 18:57:40,"Gamenya sih sudah bagus dan seru, apalagi gameplay combat nya. Tapi tolong dong tambahin bahasa Indonesia di game nya. Biar bisa lebih menikmati story nya"
Muhammad Bagus Ariyansah,5,2025-06-26 18:24:19,"game absolute cinema ,✋😐🤚"
Rubydayo,5,2025-06-26 18:08:00,"makasih udh nyiptain char se ganteng, se tampan, se sempurna, se imut, se cakep, se tengil Brant😋🤤🤤🤤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰"
Jibril lazuardi,5,2025-06-26 17:27:47,gacor
weeb sama,1,2025-06-26 17:10:51,8s gen 3 frame drop issue
Are Aliando,5,2025-06-26 16:30:35,semoga dapet Augusta amiin
Rahmat Zulfandi,5,2025-06-26 15:15:25,seru
Raka Lanusi,5,2025-06-26 14:28:21,peak game
Riski riski,5,2025-06-26 13:48:55,"gw suka banget game ini anjir, tapi minimal tambahin bansos lah, bansos nya kureng"
Stesia,5,2025-06-26 13:48:02,mantep
Ltfy Fy,3,2025-06-26 12:59:31,bug map septimont tolong di perbaiki fram drop terus masa sampai 8fps di map lain lancar aja
Rooney Raffael,2,2025-06-26 12:58:51,"Gamenya Bagus, Grafik Bagus, Battle Epic. Ada tambahan edit : Tolong fix frame drop di Septimont, padahal spesifikasi HP saya tergolong High end tetapi malah drop 10 fps, sedangkan pada versi sebelumnya sangat lancar sekali....."
Kingserzy,5,2025-06-26 12:38:05,game mantap seru.
Ari Ansyah,5,2025-06-26 11:38:07,min tolong masukan bahasa Indonesia nya
F Guy,3,2025-06-26 11:25:04,"The RNG system has many problems, one of which is the main status cost of 3 echoes which is very inconsistent with the echo set, for example 1 echo has 2 sets, namely 2 dmg bonus attributes, then the echo should only have 2 dmg bonus attributes, energy regeneration, hp%, def%, and atk%, right? but the echo has another dmg attribute bonus which is not effective for players who have little time to grind even though there is a main stats modifier but it is still limited."
Dzaky Enzi,5,2025-06-26 10:11:24,game nya bagus bikin nyaman playernya hingga rela ngatain tetangga game kikir nggak bisa bikin player nyaman sehingga banyak dari game sebelah pindah ke game amazing ini😄😄
Ambisi *squad*73,1,2025-06-26 10:00:10,gada b. indo gak seru💀
Julius Seiser,5,2025-06-26 09:28:53,the best game
Doraemon biru,5,2025-06-26 08:55:44,makasi 🥰🥰🥰 game nya murah hati banget makasihhhh
Elder Ring,5,2025-06-26 08:08:26,"3 developer favorit ku adalah Tencent, Kuro games dan Kong studio"
Fadhil Dwi,1,2025-06-26 08:07:36,sick game
WhatImDoingHere,5,2025-06-26 07:55:53,"I love the game, so can we get Indonesian subtitle soon??"
Kagura MLBB,5,2025-06-26 07:04:06,"Game nya seru, komunitas nya ramah, setiap patch selalu improve, selalu mendengarkan keluh kesah player, wuthering waves is the best game 2025. tapi apakah kuro berkenan untuk menambahkan Bahasa Indonesia ke dalam game nya? Saya sangat terbantu bila kuro menerapkan bahasa Indonesia pada game nya, dan juga saya ingin berkenan jika ada player yg memakai config untuk membuat game nya jadi lebih lancar, jangan mem blokir/ban akun player tersebut. Sekian dari saya terimakasih ☺️ 🙏"
42.Zendra Angkasa,5,2025-06-26 05:52:49,Shorekeeper istri gua 💍
Sarsud Realme,3,2025-06-26 04:48:32,bagus
Richxyz 鄭,5,2025-06-26 04:44:55,The Best
?,5,2025-06-26 04:10:41,Overall Good
Kazuha Yes Sir,4,2025-06-26 03:58:21,Aku kasih bintang 4 karena GK ad bahasa Indonesia😡
Ghara Maliq Iskandar,5,2025-06-26 03:09:07,"Gamenya bagus banget, kalo bisa di update seterusnya ditambahin bahasa Indonesia biar makin banyak peminatnya di Indonesia."
Julian gofar Gultom,5,2025-06-26 02:34:27,bagus anjay daripada genshin kikir
Ahmad Razkha (Razz),5,2025-06-26 02:04:35,"game yang sangat absolute cinema, cerita sudah sangat bagus dan saya suka dengan mekanik pada game ini yang sangatlah berbeda pada game open world lainnya, graphic bagus banget 👍"
Akmal Bagus,5,2025-06-26 00:17:28,nicee
Husalk _.18,5,2025-06-25 23:53:42,seru
ian16,1,2025-06-25 23:01:59,"suka sebenarnya, cuman bosan karna chara male nya hampir gak ada,di story pun chara male jarang banget muncul, dan terkesan gak penting... paling males juga melihat semua chara cewek nya di buat kek tertarik / love interest mc. story nya sejauh ini mau adengan epick kek gi manapun biasa aja. karna yaps mc selalu menang. ayolah jangan cuman mikirin duit tuk fanservice mimpi basah cowok... perbanyak chara cowok di story dan banner cowok"
D Nicky,5,2025-06-25 22:20:38,pengen main cmn bahasanya gk indo ... gk jadi main deh
Audi Nurrohman,5,2025-06-25 20:50:58,DAPET COOOKK HAHAHAHAHHAHA MAKASIHHH GAME BAGUS
Vinz “SHIMEEE” Aja,5,2025-06-25 19:55:35,plis developer tambahin Bahasa Indonesia 🥹☝️
Dani N,5,2025-06-25 19:32:39,tambahkanlah bahasa Indonesia niscaya ramai game ini
ʟᴜᴍᴀʀɴ,5,2025-06-25 18:31:25,"when i played 3 hours nonstop i was warned to stop by the game, but how could i stop if the story in the game was so fun"
Rivaldo Faldo,3,2025-06-25 16:26:13,personal gacha
Ahmad Yusuf ramadhan,5,2025-06-25 15:48:36,👍 keren nih game
Mg Gani,5,2025-06-25 14:42:17,What the masterpiece of a story game 🔥🔥
Dìess Kurotsuchi,5,2025-06-25 14:39:42,pengen main tapi device ga kuat😔🥀🤧
Hunen Abdul latif,5,2025-06-25 14:22:54,Good😍
Satria Putra,1,2025-06-25 14:09:24,paling gak suka gw sama game yang pakai engine UE( berat )
Sky Blue,1,2025-06-25 13:34:18,"paling malas lihat ini game update. sudah hampir setiap hari update, nyicil lagi. belum lagi nungguin shader adoy. mending main pou"
chocolate_flvr,1,2025-06-25 13:14:51,optimasi game kamu benerin di chipset Snapdragon 870
Faza XP,2,2025-06-25 13:01:06,"Maaf buat dev entah gw ga tau apa gimana sistem game open world ya, gw dari awal main nih game sumpah dah masa semua pity rata kanan semua? pasti di atas 70 pity semua ya, gw cape-cape pulang, sempetin buat main buat nih game buat bisa gacha, eh di kasih pity kanan semua ya? cape sumpah dah, gw ga minta buat banyakin bansos tpi ya please lah ya buat kasih apalah gitu buat konpensasinya sumpah cape, meski gw jamin komen gw ga bakal di respon ama devnya tapi setidaknya gw dh ngasih keluh kesahnya"
Habil Yulloh,5,2025-06-25 12:48:29,"gamenya bagus , walaupun ada bugnya sedikit"
AI RU,5,2025-06-25 12:45:07,"nice game, poco X6 pro udh bisa main smooth settingan lower, settingan high cepet panas tapi masih bisa main."
Syachrul I.R,5,2025-06-25 12:42:35,GIVE ME 10 6★ IN 10 MULTI PULL!!!!
Secret,5,2025-06-25 12:09:25,"dari aku simple aja, grafiknya jelas dah bagus (walaupun di hp ku ngga karena ga terlalu mendukung 😔) tapi ya baguslah pas aku liat di video orang-orang main game ini. tapi aku mau beberapa penambahan, penambahan yang aku minta.. main quest di kasih berurut aja biar lebih tau yang mana duluan dan yang terpenting.. bahasa Indonesia di gamenya please 😔 aku dan mungkin beberapa orang, ga terlalu tau bahasa inggris, palingan basic inggris nya yang bisa 😔 udah itu aja sih👯 bye papa Kuro👯"
Vino Rafakusuma,5,2025-06-25 11:29:52,"Game ini bagus bansos nya banyak cuy, ramah buat f2p buru cobain deh 😋"
Not Found Gimang,5,2025-06-25 11:22:01,ABSOLUTE CINEMA
Wisnu Segara,5,2025-06-25 11:11:16,good games
N For Ndaru,4,2025-06-25 10:52:23,"peningkatan yang signifikan ya, terhadap performa yang diberikan pada perangkat mid-low end dari awal rilis sampai sekarang benar² terasa bedanya, semoga semakin berkembang dan lebih ramah terhadap penggunaan ram pada device² mid-low end"
Rain Rizkiy,5,2025-06-25 10:51:37,bagus cmn hp ku hampir sekarat kalo g rata kiri
Hasan Muhammad,5,2025-06-25 10:26:22,KUROOO YEAHHH EPICC
Zulfian Akbar Alamsyah,5,2025-06-25 10:19:51,"Kurooo, what a nice games, i just already spent 4 hours for chillin in Mountains to see a view, really"" beautiful games, good job"
Hazuki kenzo,5,2025-06-25 09:48:10,Awesome
Elfllyn's Shiro,2,2025-06-25 09:25:27,tolong tambahin bahasa indonesia untuk menikmati story nya. dear devoper... tolong di respon....
Sora Yakamada,5,2025-06-25 09:17:42,kerennn
Dimas Salman Firdaus,2,2025-06-25 09:11:02,"anjayy udah rate off hard pity pulang 😂 kyk pull dari 0 jir, game sebelah pasti di jamin di pity 15-20 kalo kalah rata off"
TAKAMURA,5,2025-06-25 08:38:00,"game terbaik, grafik gila, the best lah pkoknya, kalo bisa seringgin lagi bansos nya ya kuro"
penpen,5,2025-06-25 08:00:57,bagus
Justin Jaynard,5,2025-06-25 07:51:42,"game sangat baik, hoki terus main ini ga kayak sebelah 🤭"
Datuk Fajar,5,2025-06-25 07:43:59,dev tambahin bahasa Indonesia dong yakin deh naik
Rahmah Nur Aini,4,2025-06-25 06:00:00,"Kurang bisa menikmati story karena nga ada bahasa Indonesianya,tapi selebihnya bagus"
Fjputra 22,5,2025-06-25 05:48:47,Good luck
Bintang Ganteng,5,2025-06-25 05:46:52,"game gila, hampir sempurna nih game, Cuma kurang bahasa Indonesia aja dan HP Harus spek tinggi biar nyaman mainnya"
Dvioo,5,2025-06-25 05:34:25,keren
Beatboxer Creative,3,2025-06-25 04:46:29,tambahin text bahasa indo please cape mikir
Igo Ajah,5,2025-06-25 04:11:25,let him cook🔥🔥🔥
Fahmi Maulana,5,2025-06-25 03:38:31,gamenya bagus dan juga boss nya enggak terlalu sulit untuk di kalahkan
Putra Pratama,1,2025-06-25 02:20:17,can the developer make a lite version of the game my phone can't handle this game
Denada_ Wisteria,5,2025-06-25 02:12:35,"Overall gamenya bagus. Grafik memanjakan mata, animasinya keren gila, suka banget sama rover. Game ramah sering kasih bansos, design character unik dan bagus. Story mayan bagus lah tapi bisa di improve lagi biar kayak kakaknya (tapi mayatnya jangan kebanyakan). Ya pokoknya ini game bagus lah. Untuk device yg mid gk rekomen karena gamenya emang berat."
Ryan Kurnia,5,2025-06-25 00:27:25,good
Itel P55 5G,5,2025-06-24 23:27:21,"Hanya bisa mengatakan satu kata ""MANTAP"" utk game yg satu ini. :'v"
Muhammad Daffa Aufa Badaly,2,2025-06-24 23:21:11,"Masih sering blackscreen ketika quest, maksudnya kek kelamaan loadingnya itu lo, internet lancar, hp kuat, bisa"" nya blackscreen selama itu, sebenarnya gpp sih wajar"" aja tapi keseringan gitu risih juga oee"
bayu allingga,3,2025-06-24 22:46:36,"ada bug yang di awal septimont tidak bisa di sentuh apk wuwanya, + animasi Dash yang menurut saya pribadi kurang enak di lihat (kaku) udah itu aja kesan saya"
Arfan Athalla,2,2025-06-24 22:23:38,waktu saya coba saya tinggikan grafiknya nge lag habis itu di turunkan dan tetap nge lag kalo saya coba di genshin kok tidak nge lag tolong di perbaiki kalo nggak mending genshin aja guys!
